Date,Avg,Avg(A),Avg(B),Avg(C)
2024/9/3 17:22,18.22,22.302,22.045,12.432
2024/9/3 17:23,19.287,22.353,22.49,14.117
2024/9/3 17:24,18.931,22.628,21.544,13.731
2024/9/3 17:25,19.176,22.438,22.123,14.05
2024/9/3 17:26,20.954,22.801,22.208,18.016
2024/9/3 17:27,18.427,22.669,21.999,12.695
2024/9/3 17:28,19.017,22.19,21.878,14.048
2024/9/3 17:29,17.366,22.401,18.64,12.544
2024/9/3 17:30,19.109,22.479,21.946,14.018
2024/9/3 17:31,19.07,22.196,22.016,14.082
2024/9/3 17:32,18.608,22.708,22.441,12.784
2024/9/3 17:33,21.698,22.788,22.273,19.685
2024/9/3 17:34,19.183,22.241,22.001,14.315
2024/9/3 17:35,18.884,22.257,21.23,14.16
2024/9/3 17:36,19.036,22.166,21.816,14.176
2024/9/3 17:37,17.925,22.136,21.62,12.126
2024/9/3 17:38,21.581,22.383,21.692,20.393
2024/9/3 17:39,19.182,22.47,22.112,14.082
2024/9/3 17:40,18.158,22.509,22.19,11.98
2024/9/3 17:41,18.244,22.069,19.074,14.242
2024/9/3 17:42,19.083,22.207,21.775,14.286
2024/9/3 17:43,21.207,22.749,22.116,18.636
2024/9/3 17:44,18.389,22.337,22.006,12.847
2024/9/3 17:45,17.412,22.491,18.83,12.453
2024/9/3 17:46,18.716,24.327,18.725,14.351
2024/9/3 17:47,17.888,26.257,18.2,12.325
2024/9/3 17:48,20.024,26.419,21.918,13.975
2024/9/3 17:49,19.838,26.265,22.019,13.558
2024/9/3 17:50,21.908,22.732,22.079,20.645
2024/9/3 17:51,18.032,26.478,18.566,12.266
2024/9/3 17:52,19.889,26.513,21.306,14.128
2024/9/3 17:53,21.399,22.536,21.348,20.012
2024/9/3 17:54,17.596,24.509,18.546,12.071
2024/9/3 17:55,19.291,22.443,21.807,14.619
2024/9/3 17:56,17.076,22.213,18.026,12.448
2024/9/3 17:57,18.753,26.054,18.12,14.189
2024/9/3 17:58,22.856,26.59,21.952,20.255
2024/9/3 17:59,18.132,22.611,18.743,13.842
2024/9/3 18:01,18.171,22.868,18.665,13.775
2024/9/3 18:02,17.848,22.443,17.262,14.529
2024/9/3 18:03,18.795,22.157,21.555,13.739
2024/9/3 18:04,18.767,22,21.708,13.668
2024/9/3 18:05,21.484,22.406,21.427,20.343
2024/9/3 18:06,18.988,22.456,21.611,14.005
2024/9/3 18:07,20.372,26.881,22.319,14.198
2024/9/3 18:08,19.742,26.606,21.623,13.382
2024/9/3 18:09,18.077,22.299,21.952,12.136
2024/9/3 18:10,18.043,26.046,18.505,12.609
2024/9/3 18:11,20.042,26.846,21.773,13.87
2024/9/3 18:12,22.941,26.478,22.035,20.568
2024/9/3 18:13,17.94,22.774,20.765,12.306
2024/9/3 18:14,17.706,22.184,17.573,14.091
2024/9/3 18:15,17.791,21.759,21.131,12.416
2024/9/3 18:16,19.121,22.564,21.912,13.969
2024/9/3 18:17,17.306,22.1,18.614,12.623
2024/9/3 18:18,17.836,22.472,17.637,14.112
2024/9/3 18:19,21.662,26.611,21.507,17.86
2024/9/3 18:20,17.901,22.412,18.009,14.044
2024/9/3 18:21,19.877,25.91,21.835,14.085
2024/9/3 18:22,18.94,21.879,18.959,16.055
2024/9/3 18:23,17.823,22.024,21.604,11.939
2024/9/3 18:24,18.759,21.914,21.62,13.78
2024/9/3 18:25,18.946,22.223,21.51,14.113
2024/9/3 18:26,19.397,22.614,21.92,14.642
2024/9/3 18:27,17.787,22.255,18.204,13.634
2024/9/3 18:28,18.66,26.03,18.21,13.84
2024/9/3 18:29,19.552,26.009,20.822,13.969
2024/9/3 18:30,21.562,22.648,21.669,20.09
2024/9/3 18:31,18.029,22.466,18.602,13.793
2024/9/3 18:32,18.118,22.472,18.707,13.918
2024/9/3 18:33,18.023,22.818,18.027,13.989
2024/9/3 18:34,18.699,22.269,20.795,14.052
2024/9/3 18:35,18.334,22.678,18.481,14.553
2024/9/3 18:36,19.822,26.283,21.434,13.954
2024/9/3 18:37,17.165,22.248,18.634,12.146
2024/9/3 18:38,19.055,26.929,18.59,13.943
2024/9/3 18:39,19.222,22.834,21.842,14.13
2024/9/3 18:40,20.804,22.541,21.662,18.298
2024/9/3 18:41,19.013,22.342,21.844,13.935
2024/9/3 18:42,19.316,22.319,21.976,14.639
2024/9/3 18:43,20.194,26.657,21.899,14.295
2024/9/3 18:44,18.573,25.851,18.395,13.548
2024/9/3 18:45,22.841,26.142,21.782,20.801
2024/9/3 18:46,18.017,22.557,18.76,13.533
2024/9/3 18:47,19.212,22.536,21.496,14.586
2024/9/3 18:48,18.041,22.722,21.067,12.412
2024/9/3 18:49,19.117,22.248,21.971,14.179
2024/9/3 18:50,17.789,21.866,18.198,13.954
2024/9/3 18:51,18.699,22.292,20.931,13.885
2024/9/3 18:52,18.23,22.438,19.066,13.947
2024/9/3 18:53,18.183,22.53,19.159,13.653
2024/9/3 18:54,21.752,22.74,22.061,20.172
2024/9/3 18:55,18.259,22.379,18.774,14.312
2024/9/3 18:56,17.999,22.42,18.156,14.13
2024/9/3 18:57,20.137,22.523,21.786,16.282
2024/9/3 18:58,20.02,26.342,21.593,14.286
2024/9/3 18:59,21.445,22.596,21.383,20.054
2024/9/3 19:01,17.142,22.405,18.447,12.123
2024/9/3 19:02,17.156,22.731,17.803,12.503
2024/9/3 19:03,18.943,22.209,21.731,13.96
2024/9/3 19:04,21.638,22.589,21.786,20.26
2024/9/3 19:05,18.955,22.106,21.33,14.378
2024/9/3 19:06,21.57,22.184,21.826,20.4
2024/9/3 19:07,18.748,22.479,21.328,13.548
2024/9/3 19:08,17.586,21.949,17.827,13.657
2024/9/3 19:09,21.722,22.701,21.747,20.402
2024/9/3 19:10,18.698,25.694,18.255,14.143
2024/9/3 19:11,21.701,26.611,21.62,17.854
2024/9/3 19:12,16.982,22.022,18.297,12.144
2024/9/3 19:13,18.929,22.318,21.876,13.735
2024/9/3 19:14,19.027,22.074,21.602,14.416
2024/9/3 19:15,18.744,22.239,20.91,14.068
2024/9/3 19:16,17.828,21.676,18.283,14.158
2024/9/3 19:17,18.716,22.111,21.274,13.775
2024/9/3 19:18,17.944,22.438,18.204,13.904
2024/9/3 19:19,18.951,26.614,17.883,14.508
2024/9/3 19:20,19.006,26.417,21.632,12.434
2024/9/3 19:21,19.91,26.057,21.487,14.314
2024/9/3 19:22,18.886,22.618,21.381,13.759
2024/9/3 19:23,22.613,26.502,21.869,19.719
2024/9/3 19:24,19.029,22.198,21.66,14.31
2024/9/3 19:25,19.118,22.729,22.153,13.661
2024/9/3 19:26,19.241,26.494,19.034,14.297
2024/9/3 19:27,22.716,26.563,21.641,20.184
2024/9/3 19:28,19.009,26.201,18.493,14.418
2024/9/3 19:29,18.012,22.313,18.461,14.003
2024/9/3 19:30,18.096,22.578,21.378,12.416
2024/9/3 19:31,19.045,22.605,21.291,14.265
2024/9/3 19:32,18.928,22.562,21.3,13.95
2024/9/3 19:33,18.132,22.271,21.809,12.432
2024/9/3 19:34,21.73,22.621,22.068,20.234
2024/9/3 19:35,19.033,22.61,21.551,14.006
2024/9/3 19:36,17.89,22.482,18.134,13.808
2024/9/3 19:37,17.77,22.138,17.845,14.012
2024/9/3 19:38,17.848,22.079,18.11,14.042
2024/9/3 19:39,22.769,26.617,21.231,20.785
2024/9/3 19:40,18.754,22.87,20.772,13.709
2024/9/3 19:41,19.009,22.324,21.371,14.355
2024/9/3 19:42,18.759,21.976,21.3,13.977
2024/9/3 19:43,17.019,21.918,18.544,12.07
2024/9/3 19:44,21.489,22.42,21.667,20.138
2024/9/3 19:45,18.642,21.942,21.69,13.417
2024/9/3 19:46,18.969,22.31,21.477,14.15
2024/9/3 19:47,20.035,25.939,21.54,14.647
2024/9/3 19:48,18.857,22.12,21.563,13.9
2024/9/3 19:49,19.093,22.399,21.471,14.385
2024/9/3 19:50,19.769,25.806,21.141,14.426
2024/9/3 19:51,20.856,26.035,21.062,16.469
2024/9/3 19:52,17.982,22.436,18.439,13.836
2024/9/3 19:53,18.186,22.587,18.891,13.9
2024/9/3 19:54,21.678,22.616,21.717,20.419
2024/9/3 19:55,19.338,22.404,22.093,14.539
2024/9/3 19:56,21.6,22.5,21.602,20.434
2024/9/3 19:57,18.804,22.253,21.341,13.844
2024/9/3 19:58,18.387,22.177,20.308,13.681
2024/9/3 19:59,17.126,21.77,17.746,13.184
2024/9/3 20:01,18.917,22.63,21.207,13.96
2024/9/3 20:02,18.755,25.993,21.408,12.28
2024/9/3 20:03,19.159,26.393,19.648,13.664
2024/9/3 20:04,19.722,26.011,21.023,14.286
2024/9/3 20:05,22.649,26.305,21.602,20.284
2024/9/3 20:06,17.88,26.217,18.372,12.212
2024/9/3 20:07,18.076,22.693,21.009,12.52
2024/9/3 20:08,17.804,22.004,21.373,12.113
2024/9/3 20:09,19.997,22.349,21.512,16.362
2024/9/3 20:10,18.173,22.774,21.669,12.247
2024/9/3 20:11,18.882,22.093,21.712,13.915
2024/9/3 20:12,18.338,22.333,19,14.372
2024/9/3 20:13,18.979,22.273,21.781,13.926
2024/9/3 20:14,21.608,22.363,21.786,20.379
2024/9/3 20:15,18.794,22.042,21.6,13.823
2024/9/3 20:16,18.597,26.078,17.873,13.979
2024/9/3 20:17,19.509,26.081,21.284,13.421
2024/9/3 20:18,17.818,22.2,18.108,13.857
2024/9/3 20:19,22.564,26.209,21.323,20.381
2024/9/3 20:20,17.975,22.254,18.237,14.161
2024/9/3 20:21,19.064,22.699,21.464,14.104
2024/9/3 20:22,18.995,22.716,21.78,13.654
2024/9/3 20:23,19.43,24.132,21.768,13.945
2024/9/3 20:24,18.387,22.532,18.667,14.662
2024/9/3 20:25,18.123,22.516,21.284,12.598
2024/9/3 20:26,18.119,22.53,18.322,14.22
2024/9/3 20:27,18.589,25.766,17.617,14.373
2024/9/3 20:28,18.168,22.607,18.715,13.929
2024/9/3 20:29,18.669,22.321,19.848,14.6
2024/9/3 20:30,19.907,26.577,21.348,14.003
2024/9/3 20:31,21.605,22.447,21.805,20.258
2024/9/3 20:32,18.027,25.91,18.737,12.449
2024/9/3 20:33,18.83,25.974,18.267,14.284
2024/9/3 20:34,19.151,22.429,21.929,14.197
2024/9/3 20:35,19.095,22.605,22.01,13.816
2024/9/3 20:36,21.777,22.573,21.872,20.63
2024/9/3 20:37,18.755,22.459,21.173,13.719
2024/9/3 20:38,19.046,22.276,21.684,14.242
2024/9/3 20:39,17.872,22.301,18.021,13.989
2024/9/3 20:40,18.958,22.253,21.632,14.063
2024/9/3 20:41,18.798,22.285,21.879,13.374
2024/9/3 20:42,19.035,22.036,21.501,14.52
2024/9/3 20:43,21.88,22.905,22.188,20.272
2024/9/3 20:44,18.332,22.642,18.907,14.209
2024/9/3 20:45,19.099,22.34,22.098,13.93
2024/9/3 20:46,18.064,22.223,18.404,14.261
2024/9/3 20:47,19.076,22.077,21.971,14.203
2024/9/3 20:48,21.668,22.331,21.916,20.513
2024/9/3 20:49,17.992,22.237,18.675,13.81
2024/9/3 20:50,22.408,26.046,21.228,20.157
2024/9/3 20:51,18.901,22.154,21.602,13.988
2024/9/3 20:52,19.835,26.123,21.62,13.945
2024/9/3 20:53,22.6,26.331,21.726,19.945
2024/9/3 20:54,19.696,25.731,21.171,14.234
2024/9/3 20:55,19.987,26.171,21.507,14.404
2024/9/3 20:56,18.767,26.409,18.338,13.754
2024/9/3 20:57,19.035,26.342,18.671,14.224
2024/9/3 20:58,19.778,26.427,18.324,15.941
2024/9/3 20:59,19.395,23.106,22.169,14.09
2024/9/3 21:00,21.624,23.001,21.683,19.902
2024/9/3 21:01,19.185,22.689,21.567,14.36
2024/9/3 21:02,18.488,25.747,17.75,14.022
2024/9/3 21:03,18.051,22.056,18.507,14.239
2024/9/3 21:04,17.705,22.294,17.449,14.059
2024/9/3 21:05,21.654,22.598,21.692,20.366
2024/9/3 21:06,19.089,22.175,21.803,14.309
2024/9/3 21:07,18.775,22.1,21.454,13.821
2024/9/3 21:08,18.69,21.745,21.429,13.899
2024/9/3 21:09,18.962,22.055,21.535,14.271
2024/9/3 21:10,18.173,22.367,18.129,14.688
2024/9/3 21:11,17.736,21.907,18.245,13.724
2024/9/3 21:12,21.371,22.134,21.581,20.095
2024/9/3 21:13,18.52,21.804,21.277,13.5
2024/9/3 21:14,18.865,22.214,21.298,14.112
2024/9/3 21:15,21.511,22.312,21.099,20.833
2024/9/3 21:16,18.896,21.85,21.417,14.372
2024/9/3 21:17,20.562,22.555,21.66,17.618
2024/9/3 21:18,18.889,22.175,21.38,14.146
2024/9/3 21:19,17.948,22.287,18.465,13.835
2024/9/3 21:20,21.355,22.621,21.27,19.911
2024/9/3 21:21,17.869,22.125,18.219,13.996
2024/9/3 21:22,18.292,22.555,18.679,14.4
2024/9/3 21:23,18.052,22.518,18.299,14.121
2024/9/3 21:24,18.167,22.351,18.35,14.501
2024/9/3 21:25,18.79,26.083,18.237,14.163
2024/9/3 21:26,19.638,26.043,21.028,14.014
2024/9/3 21:27,21.537,22.492,21.842,19.974
2024/9/3 21:28,18.49,25.785,21.318,11.841
2024/9/3 21:29,19.713,25.627,21.657,13.985
2024/9/3 21:30,19.026,22.189,21.436,14.423
2024/9/3 21:31,19.792,26.249,21.281,14.095
2024/9/3 21:32,22.614,26.459,21.401,20.262
2024/9/3 21:33,18.67,22.534,20.986,13.575
2024/9/3 21:34,18.082,22.017,18.311,14.557
2024/9/3 21:35,18.719,26.283,18.021,13.981
2024/9/3 21:36,18.953,22.678,21.517,13.797
2024/9/3 21:37,21.558,22.747,21.339,20.306
2024/9/3 21:38,18.776,22.084,21.028,14.183
2024/9/3 21:39,18.856,22.138,21.203,14.215
2024/9/3 21:40,18.836,22.539,20.32,14.565
2024/9/3 21:41,18.651,22.084,20.775,14.048
2024/9/3 21:42,21.633,22.539,21.554,20.578
2024/9/3 21:43,18.905,21.956,21.316,14.395
2024/9/3 21:44,20.452,22.267,21.226,17.924
2024/9/3 21:45,18.585,22.214,20.942,13.634
2024/9/3 21:46,18.646,21.626,20.663,14.482
2024/9/3 21:47,17.579,21.912,17.645,13.87
2024/9/3 21:48,17.894,21.983,18.269,14.117
2024/9/3 21:49,21.376,22.321,21.535,19.976
2024/9/3 21:50,18.738,21.896,21.143,14.126
2024/9/3 21:51,18.793,22.006,20.924,14.385
2024/9/3 21:52,21.533,22.219,21.415,20.669
2024/9/3 21:53,18.653,21.72,21.219,14.001
2024/9/3 21:54,18.061,22.065,18.465,14.334
2024/9/3 21:55,18.75,22.173,21.502,13.646
2024/9/3 21:56,19.081,21.969,21.616,14.584
2024/9/3 21:57,17.56,22.383,18.326,13.092
2024/9/3 21:58,17.861,22.532,17.997,13.812
2024/9/3 21:59,21.615,22.769,21.657,20.072
2024/9/3 22:00,20.849,26.113,21.36,16.105
2024/9/3 22:01,20.443,22.648,21.842,16.963
2024/9/3 22:02,19.994,26.035,21.484,14.541
2024/9/3 22:03,18.699,22.159,21.035,13.924
2024/9/3 22:04,21.442,22.331,21.367,20.33
2024/9/3 22:05,18.964,22.235,21.756,13.972
2024/9/3 22:06,20.762,22.509,21.814,18.056
2024/9/3 22:07,17.759,21.894,18.404,13.692
2024/9/3 22:08,18.717,21.843,20.94,14.286
2024/9/3 22:09,18.119,21.976,18.657,14.388
2024/9/3 22:10,22.435,26.019,21.196,20.285
2024/9/3 22:11,17.718,26.105,17.821,12.309
2024/9/3 22:12,22.597,26.307,21.401,20.289
2024/9/3 22:13,17.894,22.219,18.217,13.964
2024/9/3 22:14,17.526,23.807,17.959,12.848
2024/9/3 22:15,18.89,25.771,21.141,12.948
2024/9/3 22:16,18.626,25.883,18.277,13.801
2024/9/3 22:17,22.33,25.806,20.963,20.436
2024/9/3 22:18,19.69,25.971,20.922,14.267
2024/9/3 22:19,18.832,26.222,21.494,12.271
2024/9/3 22:20,18.863,22.438,21.005,14.201
2024/9/3 22:21,19.092,22.996,21.383,13.997
2024/9/3 22:22,19.173,22.68,21.381,14.484
2024/9/3 22:23,17.755,22.408,20.945,11.988
2024/9/3 22:24,18.699,22.559,21.067,13.526
2024/9/3 22:25,17.928,22.132,18.834,13.569
2024/9/3 22:26,17.046,22.287,18.501,11.92
2024/9/3 22:27,21.257,22.475,20.85,20.131
2024/9/3 22:28,18.621,25.726,18.067,14.076
2024/9/3 22:29,21.095,26.065,20.956,17.185
2024/9/3 22:30,17.977,22.141,18.491,13.997
2024/9/3 22:31,17.746,22.207,18.338,13.434
2024/9/3 22:32,22.536,26.622,21.058,20.253
2024/9/3 22:33,17.97,22.15,18.451,14.024
2024/9/3 22:34,20.624,22.373,21.471,18.123
2024/9/3 22:35,18.77,22.17,21.392,13.795
2024/9/3 22:36,19.992,22.349,21.014,16.755
2024/9/3 22:37,17.824,22.145,17.853,14.136
2024/9/3 22:38,17.524,21.51,17.265,14.405
2024/9/3 22:39,22.5,26.403,21.429,19.903
2024/9/3 22:40,17.634,25.827,17.885,12.276
2024/9/3 22:41,17.72,22.246,18.083,13.6
2024/9/3 22:42,17.337,21.782,17.346,13.573
2024/9/3 22:43,17.976,21.96,18.749,13.885
2024/9/3 22:44,20.435,22.415,21.459,17.534
2024/9/3 22:45,17.697,21.996,17.945,13.892
2024/9/3 22:46,17.955,22.631,18.259,13.767
2024/9/3 22:47,18.142,22.111,18.358,14.615
2024/9/3 22:48,17.828,22.342,18.122,13.795
2024/9/3 22:49,18.891,22.136,18.487,16.126
2024/9/3 22:50,18.593,25.998,17.956,13.936
2024/9/3 22:51,17.771,25.795,18.255,12.341
2024/9/3 22:52,18.56,25.705,18.146,13.879
2024/9/3 22:53,19.82,26.214,21.067,14.323
2024/9/3 22:54,21.404,22.353,21.602,19.976
2024/9/3 22:55,18.912,22.271,21.362,14.164
2024/9/3 22:56,18.609,22.296,21.222,13.417
2024/9/3 22:57,18.539,26.246,17.609,13.917
2024/9/3 22:58,17.759,22.04,18.071,13.9
2024/9/3 22:59,18.678,22.193,20.982,13.857
2024/9/3 23:00,18.99,22.294,21.537,14.18
2024/9/3 23:01,21.562,22.61,21.893,19.902
2024/9/3 23:02,18.135,22.6,21.293,12.523
2024/9/3 23:03,18.572,26.227,21.011,11.966
2024/9/3 23:04,17.875,26.273,17.907,12.547
2024/9/3 23:05,16.906,22.657,17.409,12.21
2024/9/3 23:06,21.431,22.516,21.226,20.287
2024/9/3 23:07,17.817,22.58,17.803,13.816
2024/9/3 23:08,17.792,25.937,17.797,12.601
2024/9/3 23:09,18.509,26.195,17.966,13.572
2024/9/3 23:10,17.167,22.605,17.661,12.739
2024/9/3 23:11,19.07,22.66,21.247,14.35
2024/9/3 23:12,17.734,21.998,21.309,11.978
2024/9/3 23:13,22.77,26.393,21.584,20.544
2024/9/3 23:14,17.286,22.045,18.592,12.651
2024/9/3 23:15,17.864,26.014,18.231,12.406
2024/9/3 23:16,18.564,25.691,17.826,14.168
2024/9/3 23:17,17.085,22.321,18.523,12.016
2024/9/3 23:18,21.476,22.466,21.452,20.22
2024/9/3 23:19,17.467,21.734,17.687,13.685
2024/9/3 23:20,18.876,22.278,21.378,14.01
2024/9/3 23:21,17.672,22.061,17.835,13.857
2024/9/3 23:22,17.345,22.514,18.778,12.286
2024/9/3 23:23,22.436,26.041,21.166,20.302
2024/9/3 23:24,17.908,26.107,18.372,12.343
2024/9/3 23:25,17.871,22.186,18.174,13.965
2024/9/3 23:26,17.818,22.468,17.467,14.271
2024/9/3 23:27,18.924,22.573,21.627,13.69
2024/9/3 23:28,21.67,22.793,21.726,20.184
2024/9/3 23:29,17.802,25.958,18.117,12.368
2024/9/3 23:30,19.686,26.35,20.7,14.198
2024/9/3 23:31,19.173,26.542,18.531,14.608
2024/9/3 23:32,17.599,22.122,17.964,13.455
2024/9/3 23:33,21.542,22.489,21.736,20.118
2024/9/3 23:34,18.96,22.443,21.42,14.033
2024/9/3 23:35,17.774,21.745,21.122,12.394
2024/9/3 23:36,18.732,22.23,20.976,13.936
2024/9/3 23:37,18.943,22.353,21.602,13.958
2024/9/3 23:38,17.971,22.459,21.399,12.156
2024/9/3 23:39,22.527,26.374,21.662,19.75
2024/9/3 23:40,18.046,22.567,18.328,14.022
2024/9/3 23:41,19.046,22.582,21.548,14.076
2024/9/3 23:42,17.71,22.26,20.972,11.939
2024/9/3 23:43,18.673,22.635,20.631,13.76
2024/9/3 23:44,21.794,22.87,21.706,20.508
2024/9/3 23:45,18.004,22.143,18.39,14.209
2024/9/3 23:46,17.97,22.094,18.225,14.263
2024/9/3 23:47,17.884,22.415,17.948,14.038
2024/9/3 23:48,18.865,22.344,21.06,14.203
2024/9/3 23:49,18.137,22.324,18.156,14.593
2024/9/3 23:50,21.463,22.356,21.572,20.174
2024/9/3 23:51,17.802,22.189,18.264,13.675
2024/9/3 23:52,17.113,22.189,18.054,12.54
2024/9/3 23:53,17.638,22.155,17.342,14.118
2024/9/3 23:54,17.189,23.719,18.194,11.875
2024/9/3 23:55,20.432,22.454,21.374,17.576
2024/9/3 23:56,18.691,21.761,21.131,14.167
2024/9/3 23:57,19.138,22.454,21.842,14.183
2024/9/3 23:58,18.905,26.299,18.449,14.083
2024/9/3 23:59,18.376,25.822,18.049,13.4
2024/9/4 00:01,18.463,22.16,20.329,13.844
2024/9/4 00:02,19.083,22.34,21.59,14.324
2024/9/4 00:03,18.043,22.248,21.507,12.411
2024/9/4 00:04,18.91,22.246,21.374,14.102
2024/9/4 00:05,22.407,26.358,20.979,20.218
2024/9/4 00:06,17.599,22.2,17.728,13.619
2024/9/4 00:07,19.123,22.273,21.796,14.302
2024/9/4 00:08,18.901,22.065,21.883,13.868
2024/9/4 00:09,17.723,22.289,18.12,13.52
2024/9/4 00:10,18.637,22.152,21.168,13.64
2024/9/4 00:11,17.661,22.026,20.687,12.203
2024/9/4 00:12,17.892,22.241,18.39,13.787
2024/9/4 00:13,21.249,22.1,21.261,20.119
2024/9/4 00:14,18.459,22.246,20.354,13.762
2024/9/4 00:15,21.611,22.47,21.863,20.219
2024/9/4 00:16,18.677,22.228,21.302,13.586
2024/9/4 00:17,18.067,22.511,21.567,12.202
2024/9/4 00:18,18.287,23.938,20.772,12.582
2024/9/4 00:19,18.283,26.363,17.114,13.67
2024/9/4 00:20,18.971,22.479,21.332,14.138
2024/9/4 00:21,18.072,22.049,18.998,13.859
2024/9/4 00:22,17.984,22.239,18.465,13.975
2024/9/4 00:23,18.874,26.041,18.141,14.494
2024/9/4 00:24,18.165,22.498,18.644,14.13
2024/9/4 00:25,22.828,26.582,21.65,20.52
2024/9/4 00:26,18.903,22.621,20.758,14.309
2024/9/4 00:27,17.828,22.523,20.71,12.261
2024/9/4 00:28,18.936,22.324,21.293,14.228
2024/9/4 00:29,18.601,26.433,17.401,14.162
2024/9/4 00:30,18.06,22.496,18.838,13.608
2024/9/4 00:31,18.156,22.124,18.475,14.536
2024/9/4 00:32,18.751,22.427,20.693,14.114
2024/9/4 00:33,18.02,22.378,18.16,14.256
2024/9/4 00:34,17.703,22.193,17.91,13.744
2024/9/4 00:35,17.55,22.104,17.215,14.005
2024/9/4 00:36,17.989,21.716,18.344,14.48
2024/9/4 00:37,17.688,21.786,18.34,13.61
2024/9/4 00:38,18.38,21.712,20.5,13.861
2024/9/4 00:39,21.357,22.379,21.007,20.385
2024/9/4 00:40,18.825,22.145,21.671,13.735
2024/9/4 00:41,17.136,22.068,18.229,12.557
2024/9/4 00:42,18.508,25.803,17.723,14.072
2024/9/4 00:43,19.696,26.065,21.178,14.028
2024/9/4 00:44,19.033,22.271,21.588,14.279
2024/9/4 00:45,19.015,22.404,21.433,14.22
2024/9/4 00:46,20.456,22.532,21.314,17.688
2024/9/4 00:47,18.695,22.459,21.046,13.653
2024/9/4 00:48,21.776,22.729,21.731,20.532
2024/9/4 00:49,19.688,26.051,20.645,14.448
2024/9/4 00:50,18.898,26.129,18.493,14.168
2024/9/4 00:51,17.958,22.395,18.293,13.967
2024/9/4 00:52,17.317,22.212,17.992,13.13
2024/9/4 00:53,19.836,22.026,21.178,16.448
2024/9/4 00:54,17.936,22.163,18.22,14.098
2024/9/4 00:55,18.017,22.347,18.402,14.003
2024/9/4 00:56,18.088,22.616,18.055,14.339
2024/9/4 00:57,18.464,24.169,18.57,13.949
2024/9/4 00:58,21.433,26.046,21.162,17.966
2024/9/4 00:59,18.757,26.318,18.384,13.779
2024/9/4 01:01,17.578,21.841,17.338,14.226
2024/9/4 01:02,17.74,22.038,18.041,13.866
2024/9/4 01:03,21.671,22.568,22.008,20.157
2024/9/4 01:04,18.851,22.399,21.378,13.837
2024/9/4 01:05,17.84,22.161,20.716,12.566
2024/9/4 01:06,18.674,22.029,21.035,13.947
2024/9/4 01:07,18.867,22.26,21.144,14.16
2024/9/4 01:08,22.397,26.142,21.079,20.198
2024/9/4 01:09,18.66,25.969,18.03,14.066
2024/9/4 01:10,19.113,22.646,21.494,14.256
2024/9/4 01:11,17.975,22.575,21.263,12.176
2024/9/4 01:12,18.092,22.509,18.588,13.948
2024/9/4 01:13,18.136,22.637,18.38,14.112
2024/9/4 01:14,18.034,22.612,18.281,13.958
2024/9/4 01:15,17.982,22.548,17.841,14.263
2024/9/4 01:16,22.584,26.105,21.51,20.301
2024/9/4 01:17,18.582,25.747,18.198,13.872
2024/9/4 01:18,18.594,22.159,21.042,13.694
2024/9/4 01:19,17.05,21.999,17.946,12.665
2024/9/4 01:20,17.392,23.591,18.483,12.222
2024/9/4 01:21,19.594,22.228,20.76,15.946
2024/9/4 01:22,17.969,22.237,21.286,12.372
2024/9/4 01:23,20.43,22.024,21.293,18.045
2024/9/4 01:24,18.553,21.667,21.023,13.947
2024/9/4 01:25,16.968,21.885,18.159,12.333
2024/9/4 01:26,18,22.049,18.584,14.039
2024/9/4 01:27,17.592,22.15,18.019,13.378
2024/9/4 01:28,21.557,22.276,21.507,20.602
2024/9/4 01:29,18.04,22.228,18.511,14.068
2024/9/4 01:30,17.766,22.296,17.669,14.07
2024/9/4 01:31,17.762,21.972,18.12,13.902
2024/9/4 01:32,21.417,22.42,21.152,20.388
2024/9/4 01:33,18.577,26.115,18.053,13.723
2024/9/4 01:34,22.686,26.638,21.858,19.828
2024/9/4 01:35,17.924,22.653,18.158,13.773
2024/9/4 01:36,19.849,26.534,21.401,13.955
2024/9/4 01:37,18.895,26.507,21.466,12.261
2024/9/4 01:38,19.925,26.003,21.581,14.338
2024/9/4 01:39,18.91,25.729,18.574,14.401
2024/9/4 01:40,18.721,25.987,18.087,14.196
2024/9/4 01:41,17.21,21.969,17.94,12.805
2024/9/4 01:42,21.654,22.459,21.524,20.724
2024/9/4 01:43,19.401,24.26,21.362,14.1
2024/9/4 01:44,19.721,22.029,20.899,16.391
2024/9/4 01:45,18.627,22.196,21.15,13.618
2024/9/4 01:46,18.808,22.184,20.924,14.274
2024/9/4 01:47,20.585,22.406,21.796,17.677
2024/9/4 01:48,18.298,22.61,19.026,14.003
2024/9/4 01:49,20.241,22.793,21.816,16.316
2024/9/4 01:50,17.984,22.127,18.239,14.244
2024/9/4 01:51,18.552,25.785,17.673,14.233
2024/9/4 01:52,18.686,26.262,17.912,14.021
2024/9/4 01:53,17.628,22.239,17.102,14.262
2024/9/4 01:54,17.918,25.627,18.327,12.764
2024/9/4 01:55,17.873,22.03,17.93,14.368
2024/9/4 01:56,21.186,22.495,20.855,19.898
2024/9/4 01:57,19.474,26.094,20.691,13.793
2024/9/4 01:58,17.082,21.907,18.465,12.325
2024/9/4 01:59,18.638,22.07,21.019,13.827
2024/9/4 02:00,18.966,22.104,21.616,14.186
2024/9/4 02:00,19.06,22.445,21.392,14.332
2024/9/4 02:01,18.394,21.965,20.745,13.556
2024/9/4 02:02,19.317,22.541,21.955,14.502
